name,mos
soldier_Octree-Lifting_R01.ply,1
soldier_Octree-Lifting_R02.ply,1
soldier_Octree-Lifting_R03.ply,1.25
soldier_Octree-Lifting_R04.ply,2.5
soldier_Octree-Lifting_R05.ply,3.45
soldier_Octree-Lifting_R06.ply,4.475
soldier_Octree-RAHT_R01.ply,1
soldier_Octree-RAHT_R02.ply,1
soldier_Octree-RAHT_R03.ply,1.125
soldier_Octree-RAHT_R04.ply,2.4
soldier_Octree-RAHT_R05.ply,3.4
soldier_Octree-RAHT_R06.ply,4.325
soldier_TriSoup-Lifting_R01.ply,1.025
soldier_TriSoup-Lifting_R02.ply,1.575
soldier_TriSoup-Lifting_R03.ply,1.925
soldier_TriSoup-Lifting_R04.ply,2.475
soldier_TriSoup-Lifting_R05.ply,3.45
soldier_TriSoup-Lifting_R06.ply,4.875
soldier_TriSoup-RAHT_R01.ply,1
soldier_TriSoup-RAHT_R02.ply,1.125
soldier_TriSoup-RAHT_R03.ply,1.225
soldier_TriSoup-RAHT_R04.ply,1.775
soldier_TriSoup-RAHT_R05.ply,3.55
soldier_TriSoup-RAHT_R06.ply,4.225
soldier_VPCC_R01.ply,1.275
soldier_VPCC_R02.ply,2.15
soldier_VPCC_R03.ply,2.425
soldier_VPCC_R04.ply,4.025
soldier_VPCC_R05.ply,3.625
the20smaria_Octree-Lifting_R01.ply,1
the20smaria_Octree-Lifting_R02.ply,1.05
the20smaria_Octree-Lifting_R03.ply,1.5
the20smaria_Octree-Lifting_R04.ply,2.75
the20smaria_Octree-Lifting_R05.ply,3.95
the20smaria_Octree-Lifting_R06.ply,4.65
the20smaria_Octree-RAHT_R01.ply,1
the20smaria_Octree-RAHT_R02.ply,1
the20smaria_Octree-RAHT_R03.ply,1.275
the20smaria_Octree-RAHT_R04.ply,2.5
the20smaria_Octree-RAHT_R05.ply,3.725
the20smaria_Octree-RAHT_R06.ply,4.25
the20smaria_TriSoup-Lifting_R01.ply,1
the20smaria_TriSoup-Lifting_R02.ply,1.5
the20smaria_TriSoup-Lifting_R03.ply,1.5
the20smaria_TriSoup-Lifting_R04.ply,2.1
the20smaria_TriSoup-Lifting_R05.ply,3.125
the20smaria_TriSoup-Lifting_R06.ply,5
the20smaria_TriSoup-RAHT_R01.ply,1
the20smaria_TriSoup-RAHT_R02.ply,1.25
the20smaria_TriSoup-RAHT_R03.ply,1.65
the20smaria_TriSoup-RAHT_R04.ply,1.65
the20smaria_TriSoup-RAHT_R05.ply,2.675
the20smaria_TriSoup-RAHT_R06.ply,4.625
the20smaria_VPCC_R01.ply,1.525
the20smaria_VPCC_R02.ply,2.15
the20smaria_VPCC_R03.ply,3.4
the20smaria_VPCC_R04.ply,3.475
the20smaria_VPCC_R05.ply,3.45
